Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio
adukkha	ps		adj			neg				unafflicted; free from trouble; without suffering			√dukkh 1 a (to be painful)		na + √dukkh + a	aduḥkha	√duḥkh				MN 139	araṇavibhaṅgasuttaṃ	sabbe te <b>adukkhā</b> anupaghātā anupāyāsā apariḷāhā sammāpaṭipannā’ti — iti vadaṃ itth’eke ussādeti.				DN 22.18	mahāsatipaṭṭhānasuttaṃ	sukhassa ca pahānā dukkhassa ca pahānā, pubb’eva somanassa-domanassānaṃ atthaṅ’gamā, <b>adukkham’</b>asukhaṃ upekkhā-sati-pārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings							21n	adukkh	a adj	5			
adukkhamasukha	psp	5	adj	comp		neg				neutral; neither pleasant nor unpleasant; neither comfortable nor uncomfortable					adukkha + asukha	aduḥkha + asukha					SN 22.79	khajjanīyasuttaṃ	sukham’pi vedayati, dukkham’pi vedayati, <b>adukkham’asukham</b>’pi vedayati. vedayatī’ti kho, bhikkhave, tasmā ‘vedanā’ti vuccati.				DN 22.18	mahāsatipaṭṭhānasuttaṃ	sukhassa ca pahānā dukkhassa ca pahānā, pubb’eva somanassa-domanassānaṃ atthaṅ’gamā, <b>adukkham’asukhaṃ</b> upekkhā-sati-pārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	MN 74	dīghanakhasuttaṃ	n'eva tasmiṃ samaye dukkhaṃ vedanaṃ vedeti, na <b>adukkham'asukhaṃ</b> vedanaṃ vedeti				21n	adukkhamasukh	a adj	5			[sound:adukkhamasukha.mp3]
adesayi	s		aor		deseti		caus	trans	+acc	taught; explained			√dis 1 *aya (to point out, explain)	√dis + *aya > desaya (caus)	a + desaya + i		√diś										SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	vana-ppagumbe yathā phussit’agge,  gimhāna-māse paṭhamasmiṃ gimhe. tath’ūpamaṃ dhamma-varaṃ <b>adesayi</b>,  nibbāna-gāmiṃ paramaṃ hitāya.	Ratana-sutta		Protective Recitations							52n	adesay	i aor	5			
addhaniya	s		adj	ptp	addhā					lasting a long period; lasting; enduring; lit. fit for travelling					addha + aniya												DN 16.21	mahāparinibbānasuttaṃ	yatha'y'idaṃ brahmacariyaṃ <b>addhaniyaṃ</b> assa ciraṭṭhitikaṃ, tadassa bahujanahitāya bahujanasukhāya lok’ānukampāya atthāya hitāya sukhāya devamanussānaṃ	Bodhipakkhiya-dhammā	Requisites for Awakening	Teachings							19n	addhaniy	a adj	5			
addha 2	ps		masc	in comps, atta group						path; journey; distance						adhvan					SN 35.95	mālukyaputtasuttaṃ	ettha dāni, māluṅkyaputta, kiṃ dahare bhikkhū vakkhāma yatra hi nāma tvaṃ, bhikkhu, jiṇṇo vuddho mah’allako <b>addha</b>-gato vayoanuppatto saṃkhittena ovādaṃ yācasī’ti.				DN 16.21	mahāparinibbānasuttaṃ	yatha'y'idaṃ brahmacariyaṃ <b>addha</b>-niyaṃ assa ciraṭṭhitikaṃ, tadassa bahujanahitāya bahujanasukhāya lok’ānukampāya atthāya hitāya sukhāya devamanussānaṃ	Bodhipakkhiya-dhammā	Requisites for Awakening	Teachings							19n	!*	addha masc	5			
addhānamagga	ps		masc	comp						a long path; high road					addhāna + magga	adhvāna + mārga					MN 22	alagaddūpamasuttaṃ	seyyathā’pi, bhikkhave, puriso <b>addhānamagga</b>-ppaṭipanno. so passeyya mahantaṃ udaka-aṇṇavaṃ, orimaṃ tīraṃ sāsaṅkaṃ sappaṭibhayaṃ, pārimaṃ tīraṃ khemaṃ appaṭibhayaṃ.				MN 39	mahāassapurasuttaṃ	bhikkhu yathā iṇaṃ yathā rogaṃ yathā bandhan’āgāraṃ yathā dāsabyaṃ yathā kantār’<b>addhānamaggaṃ</b>, ime pañca nīvaraṇe appahīne attani samanupassati	Anupubba-sikkhā	The Gradual Training	Teachings							18n	addhānamagg	a masc	5			
addhāna 2	s		nt		addhā					(long) journey; distance					addhā + na	adhvāna											MN 39	mahāassapurasuttaṃ	bhikkhu yathā iṇaṃ yathā rogaṃ yathā bandhan’āgāraṃ yathā dāsabyaṃ yathā kantār’<b>addhāna</b>-maggaṃ, ime pañca nīvaraṇe appahīne attani samanupassati	Anupubba-sikkhā	The Gradual Training	Teachings							18n	addhān	a nt	5	9	81	
addhā 2	ss		ind	excl						most certainly! for sure! definitely!						addhā											AN 4.180	mahāpadesasuttaṃ	niṭṭham’ettha gantabbaṃ – ‘<b>addhā</b>, idaṃ na c’eva tassa bhagavato vacanaṃ arahato sammāsambuddhassa.	Cattāro mahāpadesā	The Four Great References	Teachings	Sri Lanka		<b>addhā</b> imāya paṭipadāya jāti-jarā-byādhi-maraṇamhā parimuccissāmi	Paramāya pūjāyañca paṇidhiñca	The Highest Honour and Aspirations	Sharing of Merits	25n	-		5	13	208	
addhuva	ps		adj		na dhuva	neg				changing; unstable; impermanent			√dhuv 1 a (to be firm, solid)		na + √dhuv + a	adhruva	√dhru				ITI 43	ajātasuttaṃ	“jātaṃ bhūtaṃ samuppannaṃ, kataṃ saṅkhatam’<b>addhuvaṃ</b>. jarāmaraṇa-saṅghāṭaṃ, roganīḷaṃ pabhaṅguraṃ. āhāra-netti-ppabhavaṃ, n’ālaṃ tad'abhinandituṃ.				DHPa 2.13.7	pesakāradhītāvatthu	<b>addhuvaṃ</b> me jīvitaṃ, dhuvaṃ me maraṇaṃ, avassaṃ mayā maritabbaṃ, maraṇa-pariyosānaṃ me jīvitaṃ, jīvitaṃ me aniyataṃ ; maraṇaṃ me niyataṃ	Anicc’ānussati	Recollection of Impermanence	Reflections							36n	addhuv	a adj	5			
adhamma 2	ps	5	masc		na dharati	neg				false teaching; against the teaching			√dhar 1 a (to hold, carry, endure)		na + √dhar + ma	adharma	√dhṛ				MN 22	alagaddūpamasuttaṃ	kull’ūpamaṃ vo, bhikkhave, dhammaṃ desitaṃ, ājānantehi dhammā’pi vo pahātabbā pag’eva <b>adhammā</b>.										TH 195	dhammikattheragāthā	na hi dhammo <b>adhammo</b> ca, ubho sama-vipākino. <br/><b>adhammo</b> nirayaṃ neti, dhammo pāpeti suggatiṃ.	Dhamma-gārava	Respect for the Dhamma	Verses	07n	adhamm	a masc	5	5	226	[sound:adhamma.mp3]
adhikaraṇaṃ	ps		ind	adv, acc sg	adhikaraṇa					for the sake of; for the purpose of; on account of; with regard to			√kar 7 o (to do, make)		adhi + √kar + aṇa + aṃ	adhikaraṇa	√kṛ				MN 14	cūḷa dukkhakkhandhasuttaṃ	so tesaṃ bhogānaṃ ārakkh’<b>ādhikaraṇaṃ</b> dukkhaṃ domanassaṃ paṭisaṃvedeti, kin’ti me bhoge n’eva rājāno hareyyuṃ, na corā hareyyuṃ, na aggi daheyya, na udakaṃ vaheyya, na appiyā dāy'ādā hareyyun’ti				MN 107	gaṇakamoggallānasuttaṃ	yatv’<b>ādhikaraṇam’</b>enaṃ cakkhu’ndriyaṃ asaṃvutaṃ viharantaṃ abhijjhādomanassā pāpakā akusalā dhammā anvāssaveyyuṃ, tassa saṃvarāya paṭipajjāhi;	Anupubba-sikkhā	The Gradual Training	Teachings							18n	-		5			
adhigacchati	ps	6	pr					trans	+acc	gets to; attains; finds; acquires; obtains; lit. goes up to			√gam 1 a (to go)	√gam + a > gaccha	adhi + gaccha + ti	adhigam	√gam				MN 129	bālapaṇḍitasuttaṃ	appamattako so, bhikkhave, kaṭaggaho yaṃ so akkhadhutto paṭhamen’eva kaṭaggahena mahantaṃ bhogakkhandhaṃ <b>adhigaccheyya</b>. 										AN 5.37	bhojanasuttaṃ	āyudo balado dhīro, vaṇṇado paṭibhānado. sukhassa dātā medhāvī, sukhaṃ so <b>adhigacchati</b>. āyuṃ datvā balaṃ vaṇṇaṃ, sukhañ’ca paṭibhānakaṃ, dīgh’āyu yasavā hoti, yattha yatth’ūpapajjatī’ti.	Bhojana-dānānumodanā		Thanksgiving Recitations	42n	adhigacch	ati pr	5	3	105	[sound:adhigacchati.mp3]
adhigaccheyya	ps		opt		adhigacchati			trans	+acc	could get; would experience; would come across; lit. could arrive at			√gam 1 a (to go)	√gam + a > gaccha	adhi + gaccha + eyya	adhigam	√gam				SN 22.95	pheṇapiṇḍūpamasuttaṃ	so tassa pattavaṭṭiṃ vinibbhujanto pheggum’pi n’<b>ādhigaccheyya</b>, kuto sāraṃ!				MN 39	mahāassapurasuttaṃ	so tatonidānaṃ labhetha pāmojjaṃ, <b>adhigaccheyya</b> somanassaṃ	Anupubba-sikkhā	The Gradual Training	Teachings							18n	adhigacch	ati pr	5			
adhigata	ps		pp		adhigacchati					attained; obtained; understood			√gam 1 a (to go)		adhi + √gam + ta	adhigata	√gam				AN 3.66	kesamuttisuttaṃ	sa kho so ariyasāvako evaṃ avera-citto evaṃ abyāpajjha-citto evaṃ asaṃkiliṭṭha-citto evaṃ visuddhacitto. tassa diṭṭh’eva dhamme cattāro assāsā <b>adhigatā</b> honti.				AN 10.48	pabbajitābhiṇhasuttaṃ	‘atthi nu kho me uttarimanussadhammo alam’ariya-ñāṇa-dassana-viseso <b>adhigato</b>, so’haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī’ti	Dasadhammā pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	adhigat	a pp	5	11	144	
adhigama	ps		masc		adhigacchati				+gen	arrival (at); attainment (of); reaching (of)			√gam 1 a (to go)		adhi + √gam + a	adhigama	√gam				MN 10.2	mahāsatipaṭṭhānasuttaṃ	“ek’āyano ayaṃ maggo sattānaṃ visuddhiyā, soka-paridevānaṃ samatikkamāya, dukkha-domanassānaṃ atthaṅ’gamāya, ñāyassa <b>adhigamāya</b>, nibbānassa sacchikiriyāya, yad'idaṃ cattāro satipaṭṭhānā.				SN 12.22	dutiyadasabalasuttaṃ	tasmā’t’iha, bhikkhave, vīriyaṃ ārabhatha appattassa pattiyā, anadhigatassa <b>adhigamāya</b>, asacchikatassa sacchikiriyāya.	Dhamma-pahaṃsāna	Striving According to the Dhamma	Teachings							28n	adhigam	a masc	5	2	214	
adhigameyya	s		opt		adhigacchati					could get; would find; should attain			√gam 1 a (to go)		adhi + √gam + eyya		√gam										Trad		etā pi buddha-jaya-maṅgala-aṭṭha-gāthā, yo vācano dina-dine sarate’m’atandī, hitvān’aneka-vividhāni c’upaddavāni, mokkhaṃ sukhaṃ <b>adhigameyya</b> naro sapañño	Jaya-maṅgala-aṭṭha-gāthā		Protective Recitations							60n	adhigam	eti pr	5			
adhicitta	ps		nt	abstr						meditation; mental development; lit. higher mind			√cit 8 *e (to think, intend)		adhi + √cit + ta	adhicitta	√cit				AN 3.89	tatiyasikkhāsuttaṃ	tisso imā, bhikkhave, sikkhā yatth’etaṃ sabbaṃ samodhānaṃ gacchati. katamā tisso? adhisīlasikkhā, <b>adhicitta</b>-sikkhā, adhipaññāsikkhā.				DHP 185	buddhavaggo	anūpavādo anūpaghāto, pātimokkhe ca saṃvaro, <br/>mattaññutā ca bhattasmiṃ, pantañ’ca sayan’āsanaṃ, <br/><b>adhicitte</b> ca āyogo, etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses							09n	adhicitt	a nt	5			
adhiṭṭheyya	s		opt		adhiṭṭhāti			trans	+acc	could stand firmly; would determines; resolves			√ṭhā 1 a (to stand)		adhi + √ṭhā + eyya	adhitiṣṭhati	√sthā										SNP 8	mettasuttaṃ<br/>uragavaggo 8	tiṭṭhañ’caraṃ, nisinno vā,  sayāno vā, yāvat’assa vigata-middho,  <br/>etaṃ satiṃ <b>adhiṭṭheyya</b>,  brahmam’etaṃ vihāraṃ idha’m’āhu.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations							53n	adhiṭṭh	āti pr	5			
adhipa	ps		masc	comp						lord; master; ruler			√pat 3 ya (to control, to command)		adhi + √pat > pa(t) + a	adhipa, adhipā	√pat				AN 3.40	ādhipateyyasuttaṃ	passanti devā ca tathāgatā ca, lokasmiṃ bālaṃ visamaṃ carantaṃ,<br/>tasmā hi att'ādhipateyyako ca, loka-<b>adhipo</b> ca nipako ca jhāyī,<br/>dhamm'ādhipo ca anudhammacārī, na hīyati saccaparakkamo muni.				Trad		buddh’<b>ādhipa</b>-varo nātho, dhammo nātho var’uttamo. nātho paccekabuddho ca saṅgho nāth’ottaro mamaṃ.	Uddissan'ādhiṭṭhānā	Sharing and Aspirations	Sharing of Merits							68n	adhip	a masc	5			
adhipati 1	s		adj		pati					predominant; ruling over; governing			√pat 3 ya (to control, to command)		adhi + √pat + i		√pat										DS 1	tikamātikā	magg’ārammaṇā dhammā. magga-hetukā dhammā. magg’<b>ādhipatino</b> dhammā	Dhamma-saṅgaṇī-mātikā		Funeral Chants							63n	adhipat	i adj	5			
adhimucchita	s		pp		adhimucchati					infatuated; greedy; strongly fixated on		gluttony	√mucch 1 a (to thicken, fixate)		adhi + √mucch + ita		√mūrch √murch										TH 257	pārāpariyattheragāthā	paṇītaṃ yadi vā lūkhaṃ, appaṃ vā yadi vā bahuṃ.<br/>yāpan’atthaṃ abhuñjiṃsu, agiddhā n’<b>ādhimucchitā</b>. 	Pārāpariya-thera-gāthā	From the Elder Pārāpariya	Verses							13n	adhimucchit	a pp	5			
adhiseti	s		pr					trans	+acc	lies flat (on); lies down (on)			√sī 1 a (to lie, sleep)	√sī + *a > se	adhi + se + ti	adhiśī	√śī										DHP 041	cittavaggo	aciraṃ vat’ayaṃ kāyo, paṭhaviṃ <b>adhisessati</b>.<br/>chuḍḍho apeta-viññāṇo, niratthaṃ’va kaliṅgaraṃ. 	Anicc’ānussati	Recollection of Impermanence	Reflections							36n	adhis	eti pr	5			
adhi 1	ps		prefix							higher; up to; completely; very; strongly						adhi			adhicitta - lit. higher mind<br/>adhigacchati – attains, reaches, goes up to<br/>adhiggaṇhāti - possess; lit. totally gets	adhimucchitā – infatuated, very greedy<br/>adhiṭṭheyya -could stand firmly			<b>adhi-</b>citta-sikkhā<br/>ratiṃ so na-<b>adhi-</b>gacchati<br/> <b>adhi-</b>ggaṇhāti paṇḍito						agiddhā na-<b>adhi-</b>mucchitā<br/>etaṃ satiṃ <b>adhi-</b>ṭṭheyya			Prefixes							99n	-		5			
adho 1	ps		ind	prep						below; under						adhaḥ					DN 22.5	mahāsatipaṭṭhānasuttaṃ	ayaṃ kho me kāyo uddhaṃ pādatalā <b>adho</b> kesa-matthakā taca-pariyanto pūro nānappakārassa asucino				SNP 8	mettasuttaṃ<br/>uragavaggo 8	mettañ’ca sabba-lokasmiṃ,  mānasam’bhāvaye aparimāṇaṃ;  <br/>uddhaṃ <b>adho</b> ca tiriyañ’ca,   asambādhaṃ, averaṃ, asapattaṃ.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations							53n	-		5	13	90	
anagāriya	ps		nt	abstr	na agāra	neg				homelessness			√gah 6 ṇhā (to grasp, take)		na + ā > a + √gah + *ra + iya	anagāra	√grah √gṛbh √gṛh				MN 7	vatthasuttaṃ	yass’atthāya kulaputtā samma’d’eva agārasmā <b>anagāriyaṃ</b> pabbajanti				MN 27	cūḷahatthipadopamasuttaṃ	yan’nūn’āhaṃ kesamassuṃ ohāretvā kāsāyāni vatthāni acchādetvā agārasmā <b>anagāriyaṃ</b> pabbajeyyan’ti.	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anagāriy	a nt	5	9	536	
anaṅgaṇa	ps		adj		na añjati	neg				spotless; blemish free			√añj 1 a (to smear, anoint)		na + √añj > aṅg + aṇa		√añj				DHP 351	taṇhāvaggo	niṭṭhaṅ’gato asantāsī, vītataṇho <b>anaṅgaṇo</b>, <br/>acchindi bhavasallāni, antimo’yaṃ samussayo.				MN 39	mahāassapurasuttaṃ	so evaṃ samāhite citte parisuddhe pariyodāte <b>anaṅgaṇe</b> vigat’ūpakkilese mudubhūte kammaniye ṭhite āneñjappatte 	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anaṅgaṇ	a adj	5	11	111	
anaññasaraṇa	s		adj	comp	na aññasaraṇa	neg				not depending on another					na + añña + saraṇa	ananya + śaraṇa											SN 22.43	attadīpasuttaṃ	“attadīpā, bhikkhave, viharatha attasaraṇā <b>anaññasaraṇā</b>, dhammadīpā dhammasaraṇā <b>anaññasaraṇā</b>.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses							15n	anaññasaraṇ	a adj	5			
anaññāta	ps		pp		na āññāti	neg				not understood; not known; unknown			√ñā 5 nā (to know)		na + ā + √ñā + ta		√jñā				ITI 62	indriyasuttaṃ	tīṇ'imāni, bhikkhave, indriyāni. katamāni tīṇi? <b>anaññātañ-</b>ñassāmī't'indriyaṃ, aññ'indriyaṃ, aññātāv'indriyaṃ				VIBH 5.1	abhidhammabhājanīyaṃ	saddh’indriyaṃ, viriy’indriyaṃ, sat’indriyaṃ, samādh’indriyaṃ, paññ’indriyaṃ, <b>anaññātañ</b>-ñassāmī't'indriyaṃ, aññ’indriyaṃ, aññātāv’indriyaṃ.	Vipassanā-bhūmi-pāṭho		Funeral Chants							64n	anaññāt	a pp	5			
anaññātaññassāmītindriya	s		nt	comp						faculty that senses 'I will know the unknown'					na > an + aññāta + ñassāmi + iti + indriya	na + ājñāta + jñāsyāmi + iti + indriya											VIBH 5.1	abhidhammabhājanīyaṃ	saddh’indriyaṃ, viriy’indriyaṃ, sat’indriyaṃ, samādh’indriyaṃ, paññ’indriyaṃ, <b>anaññātaññassāmī't'indriyaṃ</b>, aññ’indriyaṃ,<b> </b>aññātāv’indriyaṃ.	Vipassanā-bhūmi-pāṭho		Funeral Chants							64n	anaññātaññassāmītindriy	a nt	5			
anatimānī	s		adj		na atimaññati	neg				not conceited; humble; without arrogance; lit. not think too much			√man 3 ya (to think)		na + ati + √man + *ī	anatimānin	√man										SNP 8	mettasuttaṃ<br/>uragavaggo 8	karaṇīyam’attha-kusalena, yaṃ taṃ santaṃ padaṃ abhisamecca:  <br/>sakko ujū ca suhujū ca, suvaco c’assa mudu, <b>anatimānī</b>.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations							53n	anatimān	ī adj	5			
anatīta	ps		adj	pp	na acceti	neg				not past; not free from; not having got over; lit. not overcome			√i 1 a (to come, go)		na + ati + √i + ta	an + atīta	√i				AN 3.39	sukhumālasuttaṃ	assutavā kho puthujjano attanā jarā-dhammo samāno jaraṃ <b>anatīto</b> paraṃ jiṇṇaṃ disvā aṭṭīyati harāyati jigucchati attānaṃ’y’eva {na} atisitvā, aham’pi kho’mhi jarā-dhammo jaraṃ anatīto				AN 5.57	abhiṇhapaccavekkhitabbaṭhānasuttaṃ	jarā-dhammo’mhi jaraṃ <b>anatīto</b>	Pañca-abhiṇha-paccavekkhaṇā	Five Subjects for Frequent Recollection	Reflections							33n	anatīt	a adj	5			
anattasaññā	ps		fem	comp						perception of not self; recognition of impersonality					anatta + saññā	anātman + saṃjñā					AN 10.60	girimānandasuttaṃ	iti imesu chasu ajjhattika-bāhiresu āyatanesu anatt’ānupassī viharati. ayaṃ vuccat’ānanda, <b>anattasaññā</b>.				AN 7.27	saññāsuttaṃ	yāvakīvañ'ca, bhikkhave, bhikkhū <b>anattasaññaṃ</b> bhāvessanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings							27n	anattasaññ	ā fem	5			
anatta 1	s	6	adj		na attā	neg				impersonal; not oneself; non-subjective; essence-less; non subject to identify with			√as 1 a (to be)		na > an + atta + a	anātman	√as			non subject to identification													DHP 279	maggavaggo	“sabbe dhammā <b>anattā</b>”ti, yadā paññāya passati. <br/>atha nibbindati dukkhe, esa maggo visuddhiyā.	Ti-lakkhaṇā	The Three Characteristics	Verses	10n	anatt	a adj	5	11	338	[sound:anatta.mp3]
anatta 2	ps		masc	nom sg, atta group	na atta	neg				which is impersonal; non-self; not subject to identification			√as 1 a (to be)		na + √as + ta	anātman	√as			non subject to identification	SN 35.234	udāyīsuttaṃ	sakkā evam’eva viññāṇaṃ pidaṃ ācikkhituṃ desetuṃ paññapetuṃ paṭṭhapetuṃ vivarituṃ vibhajituṃ uttānīkātuṃ — ‘iti’p’idaṃ viññāṇaṃ <b>anattā</b>’”ti?				SN 22.59	anattalakkhaṇasuttaṃ	“rūpaṃ, bhikkhave, <b>anattā</b>. rūpañ’ca h’idaṃ, bhikkhave, attā abhavissa, na’y’idaṃ rūpaṃ ābādhāya saṃvatteyya, labbhetha ca rūpe — ‘evaṃ me rūpaṃ hotu, evaṃ me rūpaṃ mā ahosī’ti.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas							38n	anatt	a2 masc	5			
anattha	ps		masc		na attha	neg				harm; damage; injury; misfortune; lit. un-benefit			√ar 1 a (to move, attain)		na > an + √ar + tha	anartha	√ṛ				DN 22.15	mahāsatipaṭṭhānasuttaṃ	idha yassa te honti aniṭṭhā akantā amanāpā rūpā saddā gandhā rasā phoṭṭhabbā dhammā, ye vā pan’assa te honti <b>anattha</b>-kāmā ahitakāmā aphāsukakāmā ayogakkhemakāmā				SN 56.11	dhammacakkappavattanasuttaṃ	yo c’āyaṃ kāmesu kāmasukh’allik’ānuyogo hīno gammo pothujjaniko anariyo <b>anattha</b>-sañhito	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings							17n	anatth	a masc	5	5	222	
anatthasañhita	ns		adj	comp		neg				not profitable; meaningless; unbeneficial; lit. not connected with good					na + attha + sañhita	na + artha + saṃhita		anatthasaṃhita			SNP 37	nālakasuttaṃ<br/>mahāvaggo 11	yaṃ samaṇo bahuṃ bhāsati,<br/>upetaṃ <b>atthasañhitaṃ</b>,<br/>jānaṃ so dhammaṃ deseti,<br/>jānaṃ so bahu bhāsati.				SN 56.11	dhammacakkappavattanasuttaṃ	yo c’āyaṃ attakilamath’ānuyogo dukkho anariyo <b>anatthasañhito</b>.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings							17n	anatthasañhit	a adj	5			
anadhigata	s		pp		na adhigacchati	neg				not reached; has not been attained			√gam 1 a (to go)		na + adhi + √gam + ta	an+adhigata	√gam										SN 12.22	dutiyadasabalasuttaṃ	tasmā’t’iha, bhikkhave, vīriyaṃ ārabhatha appattassa pattiyā, <b>anadhigatassa</b> adhigamāya, asacchikatassa sacchikiriyāya.	Dhamma-pahaṃsāna	Striving According to the Dhamma	Teachings							28n	anadhigat	a pp	5	11	99	
ananugiddha	s		pp		na anugijjhati	neg				not covetous; not greedy			√gidh 3 ya (to be greedy)		na + anu + √gidh + ta		√gṛdh										SNP 8	mettasuttaṃ<br/>uragavaggo 8	santussako ca subharo ca, appakicco ca sallahuka-vutti, <br/>sant’indriyo ca nipako ca, appagabbho kulesu <b>ananugiddho</b>.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations							53n	ananugiddh	a pp	5			
ananussuta	s		pp			neg				unheard			√su 4 ṇā (to hear)		na > an + anu + √su + ta		√śru										SN 56.11	dhammacakkappavattanasuttaṃ	idaṃ dukkhaṃ ariyasaccan’ti me, bhikkhave, pubbe <b>ananussutesu</b> dhammesu cakkhuṃ udapādi, ñāṇaṃ udapādi, paññā udapādi, vijjā udapādi, āloko udapādi.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings							17n	ananussut	a pp	5			
ananta	ps		adj		na anta	neg				infinite; endless; boundless; without limit					na + anta	ananta					MN 43	mahāvedallasuttaṃ	nissaṭṭhena āvuso, pañcahi indriyehi parisuddhena manoviññāṇena <b>ananto</b> ākāso'ti ākās'ānañc'āyatanaṃ neyyaṃ, <b>anantaṃ</b> viññāṇan'ti				Thai		puññass’idāni katassa yān’aññāni katāni me, tesañ’ca bhāgino hontu satt’<b>ānant’</b>āppamāṇakā	Sabba-patti-dāna		Sharing of Merits							69n	anant	a adj	5	11	150	
anantara 1	s		adj		na antara	neg				contiguous; immediate; immediately following; lit. no space in between					na + antara	anantara											DSa	Nidānakathā	hetu-paccayo, ārammaṇa-paccayo, adhipati-paccayo, <b>anantara</b>-paccayo, samanantara-paccayo, sahajāta-paccayo, aññam’añña-paccayo,	Paṭṭhāna-mātikā-pāṭho		Funeral Chants							65n	anantar	a adj	5			
anappaka	ps		adj		na appaka	neg				great; considerable; not insignificant					na + appa + ka	na + alpaka					DHP 144	daṇḍavaggo	asso yathā bhadro kasāniviṭṭho, ātāpino saṃvegino bhavātha,<br/>saddhāya sīlena ca vīriyena ca, samādhinā dhammavinicchayena ca,<br/>sampannavijjācaraṇā patissatā, jahissatha dukkham'idaṃ <b>anappakaṃ</b>.				KHP 7	tirokuṭṭasuttaṃ	so ñātidhammo ca ayaṃ nidassito, petāna’pūjā ca katā uḷārā. balañ’ca bhikkhūnam’anuppadinnaṃ, tumhehi puññaṃ pasutaṃ <b>anappakan</b>’ti.	Adāsi-me ādi gāthā		Funeral Chants							66n	anappak	a adj	5			
anabhinanditvā	s		abs		na abhinandati	neg		trans	+acc	having not approved (of); having not applauded; having not delighted			√nand 1 a (to delight, enjoy)		na + abhi + √nand + itvā	na + abhinandya	√nand										AN 4.180	mahāpadesasuttaṃ	<b>anabhinanditvā</b> appaṭikkositvā tāni padabyañjanāni sādhukaṃ uggahetvā sutte otāretabbāni, vinaye sandassetabbāni.	Cattāro mahāpadesā	The Four Great References	Teachings							25n	-		5			
anariya	s		adj		na ariya	neg				ignoble; vulgar; coarse					na + ariya	anārya											SN 56.11	dhammacakkappavattanasuttaṃ	yo c’āyaṃ kāmesu kāmasukh’allik’ānuyogo hīno gammo pothujjaniko <b>anariyo</b> anatthasañhito	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings							17n	anariy	a adj	5			
anavajjatā	s		fem		na avajjatā	neg				blamelessness; faultlessness; lit. not blameworthiness			√vad 3 ya (to salute, praise)		na + ava + √vad + ya + tā	anusaṃvṛjina	√vad										MN 2.4	sabbāsavasuttaṃ	iti purāṇañ’ca vedanaṃ paṭihaṅkhāmi navañ’ca vedanaṃ na uppādessāmi yātrā ca me bhavissati <b>anavajjatā</b> ca phāsuvihāro cā’ti	Cattaro parikkhāra	The Four Requisites	Reflections							30n	anavajjat	ā fem	5			
anavajjasukha	s		nt	abstr, comp						pleasure of being blameless; happiness of being faultless					anavajja + sukha	anavadya + sukha											MN 51	kandarakasuttaṃ	so iminā ariyena sīlakkhandhena samannāgato ajjhattaṃ <b>anavajjasukhaṃ</b> paṭisaṃvedeti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anavajjasukh	a nt	5			
